"Group.1"	"Sample"	"value"	"SampleID"	"Genotype"	"Microhabitat"	"Description"	"Library"
"20.6"	"Pseudomonadales"	"JH15.115"	0.000188679	"JH15.115"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"20.7"	"Solirubrobacterales"	"JH15.115"	0.011132075	"JH15.115"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"20.8"	"Pseudonocardiales"	"JH15.115"	0.003867925	"JH15.115"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"20.9"	"Tepidisphaerales"	"JH15.115"	0.008773585	"JH15.115"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"20.10"	"Caulobacterales"	"JH15.115"	0.01009434	"JH15.115"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"20.11"	"Nitrososphaerales"	"JH15.115"	0.001132075	"JH15.115"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"20.12"	"Micropepsales"	"JH15.115"	0.02254717	"JH15.115"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"20.13"	"Gaiellales"	"JH15.115"	0.010943396	"JH15.115"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"20.14"	"Paenibacillales"	"JH15.115"	0.00745283	"JH15.115"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"20.15"	"Pedosphaerales"	"JH15.115"	0.01	"JH15.115"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"20.16"	"Gemmatimonadales"	"JH15.115"	0.010754717	"JH15.115"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"20.17"	"Chthoniobacterales"	"JH15.115"	0.006037736	"JH15.115"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"20.18"	"Vicinamibacterales"	"JH15.115"	0.002264151	"JH15.115"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"20.19"	"Propionibacteriales"	"JH15.115"	0.055471698	"JH15.115"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"20.20"	"Micrococcales"	"JH15.115"	0.100754717	"JH15.115"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"20.21"	"Glycomycetales"	"JH15.115"	0.000283019	"JH15.115"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"20.22"	"Sphingobacteriales"	"JH15.115"	0.038773585	"JH15.115"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"20.23"	"Sphingomonadales"	"JH15.115"	0.05990566	"JH15.115"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"20.24"	"Chitinophagales"	"JH15.115"	0.039339623	"JH15.115"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"20.25"	"Streptomycetales"	"JH15.115"	0.017075472	"JH15.115"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"20.26"	"Xanthomonadales"	"JH15.115"	0.033018868	"JH15.115"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"20.27"	"Rhizobiales"	"JH15.115"	0.138490566	"JH15.115"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"20.28"	"Burkholderiales"	"JH15.115"	0.346509434	"JH15.115"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"30"	"<0.5%"	"JH15.117"	0.034716981	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"30.1"	"Frankiales"	"JH15.117"	0.007075472	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"30.2"	"Rokubacteriales"	"JH15.117"	0.001320755	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"30.3"	"Pyrinomonadales"	"JH15.117"	0.001792453	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"30.4"	"Acidobacteriales"	"JH15.117"	0.006226415	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"30.5"	"Subgroup_7"	"JH15.117"	0.001698113	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"30.6"	"Pseudomonadales"	"JH15.117"	0.021132075	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"30.7"	"Solirubrobacterales"	"JH15.117"	0.011037736	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"30.8"	"Pseudonocardiales"	"JH15.117"	0.029528302	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"30.9"	"Tepidisphaerales"	"JH15.117"	0.012641509	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"30.10"	"Caulobacterales"	"JH15.117"	0.011320755	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"30.11"	"Nitrososphaerales"	"JH15.117"	0.00254717	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"30.12"	"Micropepsales"	"JH15.117"	0.015754717	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"30.13"	"Gaiellales"	"JH15.117"	0.011132075	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"30.14"	"Paenibacillales"	"JH15.117"	0.007924528	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"30.15"	"Pedosphaerales"	"JH15.117"	0.007358491	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"30.16"	"Gemmatimonadales"	"JH15.117"	0.008867925	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"30.17"	"Chthoniobacterales"	"JH15.117"	0.011226415	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"30.18"	"Vicinamibacterales"	"JH15.117"	0.010188679	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"30.19"	"Propionibacteriales"	"JH15.117"	0.04254717	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"30.20"	"Micrococcales"	"JH15.117"	0.053679245	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"30.21"	"Glycomycetales"	"JH15.117"	0.018396226	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"30.22"	"Sphingobacteriales"	"JH15.117"	0.048018868	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"30.23"	"Sphingomonadales"	"JH15.117"	0.042830189	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"30.24"	"Chitinophagales"	"JH15.117"	0.020283019	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"30.25"	"Streptomycetales"	"JH15.117"	0.06245283	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"30.26"	"Xanthomonadales"	"JH15.117"	0.063584906	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"30.27"	"Rhizobiales"	"JH15.117"	0.125283019	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"30.28"	"Burkholderiales"	"JH15.117"	0.284056604	"JH15.117"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"3"	"<0.5%"	"JH15.12"	0.036132075	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"3.1"	"Frankiales"	"JH15.12"	0.006037736	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"3.2"	"Rokubacteriales"	"JH15.12"	0.001698113	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"3.3"	"Pyrinomonadales"	"JH15.12"	0.001603774	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"3.4"	"Acidobacteriales"	"JH15.12"	0.009150943	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"3.5"	"Subgroup_7"	"JH15.12"	0.001886792	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"3.6"	"Pseudomonadales"	"JH15.12"	0.003396226	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"3.7"	"Solirubrobacterales"	"JH15.12"	0.012830189	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"3.8"	"Pseudonocardiales"	"JH15.12"	0.029716981	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"3.9"	"Tepidisphaerales"	"JH15.12"	0.008962264	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"3.10"	"Caulobacterales"	"JH15.12"	0.009716981	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"3.11"	"Nitrososphaerales"	"JH15.12"	0.003113208	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"3.12"	"Micropepsales"	"JH15.12"	0.016037736	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"3.13"	"Gaiellales"	"JH15.12"	0.013113208	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"3.14"	"Paenibacillales"	"JH15.12"	0.009150943	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"3.15"	"Pedosphaerales"	"JH15.12"	0.011603774	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"3.16"	"Gemmatimonadales"	"JH15.12"	0.012641509	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"3.17"	"Chthoniobacterales"	"JH15.12"	0.013113208	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"3.18"	"Vicinamibacterales"	"JH15.12"	0.008867925	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"3.19"	"Propionibacteriales"	"JH15.12"	0.037075472	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"3.20"	"Micrococcales"	"JH15.12"	0.024245283	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"3.21"	"Glycomycetales"	"JH15.12"	0.009433962	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"3.22"	"Sphingobacteriales"	"JH15.12"	0.094339623	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"3.23"	"Sphingomonadales"	"JH15.12"	0.044056604	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"3.24"	"Chitinophagales"	"JH15.12"	0.026509434	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"3.25"	"Streptomycetales"	"JH15.12"	0.041981132	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"3.26"	"Xanthomonadales"	"JH15.12"	0.035	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"3.27"	"Rhizobiales"	"JH15.12"	0.104433962	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"3.28"	"Burkholderiales"	"JH15.12"	0.34	"JH15.12"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4"	"<0.5%"	"JH15.14"	0.045754717	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4.1"	"Frankiales"	"JH15.14"	0.00745283	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4.2"	"Rokubacteriales"	"JH15.14"	0.001132075	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4.3"	"Pyrinomonadales"	"JH15.14"	0.001698113	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4.4"	"Acidobacteriales"	"JH15.14"	0.012169811	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4.5"	"Subgroup_7"	"JH15.14"	0.002169811	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4.6"	"Pseudomonadales"	"JH15.14"	0.000660377	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4.7"	"Solirubrobacterales"	"JH15.14"	0.017641509	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4.8"	"Pseudonocardiales"	"JH15.14"	0.023396226	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4.9"	"Tepidisphaerales"	"JH15.14"	0.010566038	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4.10"	"Caulobacterales"	"JH15.14"	0.00745283	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4.11"	"Nitrososphaerales"	"JH15.14"	0.002924528	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4.12"	"Micropepsales"	"JH15.14"	0.022830189	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4.13"	"Gaiellales"	"JH15.14"	0.014245283	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4.14"	"Paenibacillales"	"JH15.14"	0.004245283	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4.15"	"Pedosphaerales"	"JH15.14"	0.016792453	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4.16"	"Gemmatimonadales"	"JH15.14"	0.015471698	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4.17"	"Chthoniobacterales"	"JH15.14"	0.014528302	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4.18"	"Vicinamibacterales"	"JH15.14"	0.007169811	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4.19"	"Propionibacteriales"	"JH15.14"	0.045849057	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4.20"	"Micrococcales"	"JH15.14"	0.035754717	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4.21"	"Glycomycetales"	"JH15.14"	0.003679245	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4.22"	"Sphingobacteriales"	"JH15.14"	0.050943396	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4.23"	"Sphingomonadales"	"JH15.14"	0.046226415	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4.24"	"Chitinophagales"	"JH15.14"	0.036886792	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4.25"	"Streptomycetales"	"JH15.14"	0.043584906	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4.26"	"Xanthomonadales"	"JH15.14"	0.038018868	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4.27"	"Rhizobiales"	"JH15.14"	0.123490566	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"4.28"	"Burkholderiales"	"JH15.14"	0.313207547	"JH15.14"	"17"	"RHIZO"	"B124.BARKE"	"JH15"
"35"	"<0.5%"	"JH15.15"	0.10745283	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"35.1"	"Frankiales"	"JH15.15"	0.013301887	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"35.2"	"Rokubacteriales"	"JH15.15"	0.005754717	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"35.3"	"Pyrinomonadales"	"JH15.15"	0.005	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"35.4"	"Acidobacteriales"	"JH15.15"	0.033962264	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"35.5"	"Subgroup_7"	"JH15.15"	0.007358491	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"35.6"	"Pseudomonadales"	"JH15.15"	0.001037736	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"35.7"	"Solirubrobacterales"	"JH15.15"	0.032264151	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"35.8"	"Pseudonocardiales"	"JH15.15"	0.003679245	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"35.9"	"Tepidisphaerales"	"JH15.15"	0.016037736	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"35.10"	"Caulobacterales"	"JH15.15"	0.02754717	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"35.11"	"Nitrososphaerales"	"JH15.15"	0.012075472	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"35.12"	"Micropepsales"	"JH15.15"	0.053396226	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"35.13"	"Gaiellales"	"JH15.15"	0.052264151	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"35.14"	"Paenibacillales"	"JH15.15"	0.00509434	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"35.15"	"Pedosphaerales"	"JH15.15"	0.036981132	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"35.16"	"Gemmatimonadales"	"JH15.15"	0.065849057	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"35.17"	"Chthoniobacterales"	"JH15.15"	0.04509434	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"35.18"	"Vicinamibacterales"	"JH15.15"	0.034433962	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"35.19"	"Propionibacteriales"	"JH15.15"	0.015377358	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"35.20"	"Micrococcales"	"JH15.15"	0.012169811	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"35.21"	"Glycomycetales"	"JH15.15"	0.003867925	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"35.22"	"Sphingobacteriales"	"JH15.15"	0.039339623	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"35.23"	"Sphingomonadales"	"JH15.15"	0.025849057	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"35.24"	"Chitinophagales"	"JH15.15"	0.029339623	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"35.25"	"Streptomycetales"	"JH15.15"	0.014245283	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"35.26"	"Xanthomonadales"	"JH15.15"	0.015283019	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"35.27"	"Rhizobiales"	"JH15.15"	0.071226415	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"35.28"	"Burkholderiales"	"JH15.15"	0.092735849	"JH15.15"	"Bulk"	" BULK"	"BULK"	"JH15"
"21"	"<0.5%"	"JH15.22"	0.039716981	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"21.1"	"Frankiales"	"JH15.22"	0.009245283	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"21.2"	"Rokubacteriales"	"JH15.22"	0.001320755	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"21.3"	"Pyrinomonadales"	"JH15.22"	0.001320755	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"21.4"	"Acidobacteriales"	"JH15.22"	0.012264151	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"21.5"	"Subgroup_7"	"JH15.22"	0.002169811	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"21.6"	"Pseudomonadales"	"JH15.22"	0.000471698	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"21.7"	"Solirubrobacterales"	"JH15.22"	0.018301887	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"21.8"	"Pseudonocardiales"	"JH15.22"	0.024245283	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"21.9"	"Tepidisphaerales"	"JH15.22"	0.009811321	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"21.10"	"Caulobacterales"	"JH15.22"	0.005188679	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"21.11"	"Nitrososphaerales"	"JH15.22"	0.000943396	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"21.12"	"Micropepsales"	"JH15.22"	0.025754717	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"21.13"	"Gaiellales"	"JH15.22"	0.022169811	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"21.14"	"Paenibacillales"	"JH15.22"	0.008773585	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"21.15"	"Pedosphaerales"	"JH15.22"	0.012924528	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"21.16"	"Gemmatimonadales"	"JH15.22"	0.013962264	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"21.17"	"Chthoniobacterales"	"JH15.22"	0.009716981	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"21.18"	"Vicinamibacterales"	"JH15.22"	0.006132075	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"21.19"	"Propionibacteriales"	"JH15.22"	0.038679245	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"21.20"	"Micrococcales"	"JH15.22"	0.039716981	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"21.21"	"Glycomycetales"	"JH15.22"	0.021037736	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"21.22"	"Sphingobacteriales"	"JH15.22"	0.022264151	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"21.23"	"Sphingomonadales"	"JH15.22"	0.035377358	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"21.24"	"Chitinophagales"	"JH15.22"	0.023301887	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"21.25"	"Streptomycetales"	"JH15.22"	0.096792453	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"21.26"	"Xanthomonadales"	"JH15.22"	0.029528302	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"21.27"	"Rhizobiales"	"JH15.22"	0.072735849	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"21.28"	"Burkholderiales"	"JH15.22"	0.356037736	"JH15.22"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"36"	"<0.5%"	"JH15.23"	0.107924528	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"36.1"	"Frankiales"	"JH15.23"	0.013867925	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"36.2"	"Rokubacteriales"	"JH15.23"	0.003490566	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"36.3"	"Pyrinomonadales"	"JH15.23"	0.003867925	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"36.4"	"Acidobacteriales"	"JH15.23"	0.035471698	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"36.5"	"Subgroup_7"	"JH15.23"	0.007264151	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"36.6"	"Pseudomonadales"	"JH15.23"	0	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"36.7"	"Solirubrobacterales"	"JH15.23"	0.032735849	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"36.8"	"Pseudonocardiales"	"JH15.23"	0.000283019	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"36.9"	"Tepidisphaerales"	"JH15.23"	0.020754717	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"36.10"	"Caulobacterales"	"JH15.23"	0.026415094	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"36.11"	"Nitrososphaerales"	"JH15.23"	0.008207547	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"36.12"	"Micropepsales"	"JH15.23"	0.061698113	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"36.13"	"Gaiellales"	"JH15.23"	0.06009434	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"36.14"	"Paenibacillales"	"JH15.23"	0.004528302	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"36.15"	"Pedosphaerales"	"JH15.23"	0.037924528	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"36.16"	"Gemmatimonadales"	"JH15.23"	0.086415094	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"36.17"	"Chthoniobacterales"	"JH15.23"	0.037924528	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"36.18"	"Vicinamibacterales"	"JH15.23"	0.021226415	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"36.19"	"Propionibacteriales"	"JH15.23"	0.014622642	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"36.20"	"Micrococcales"	"JH15.23"	0.014245283	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"36.21"	"Glycomycetales"	"JH15.23"	9.43e-05	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"36.22"	"Sphingobacteriales"	"JH15.23"	0.046698113	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"36.23"	"Sphingomonadales"	"JH15.23"	0.043584906	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"36.24"	"Chitinophagales"	"JH15.23"	0.044716981	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"36.25"	"Streptomycetales"	"JH15.23"	0.002830189	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"36.26"	"Xanthomonadales"	"JH15.23"	0.043679245	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"36.27"	"Rhizobiales"	"JH15.23"	0.06490566	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"36.28"	"Burkholderiales"	"JH15.23"	0.035660377	"JH15.23"	"Bulk"	" BULK"	"BULK"	"JH15"
"37"	"<0.5%"	"JH15.24"	0.119433962	"JH15.24"	"Bulk"	" BULK"	"BULK"	"JH15"
"37.1"	"Frankiales"	"JH15.24"	0.013867925	"JH15.24"	"Bulk"	" BULK"	"BULK"	"JH15"
"37.2"	"Rokubacteriales"	"JH15.24"	0.004622642	"JH15.24"	"Bulk"	" BULK"	"BULK"	"JH15"
"37.3"	"Pyrinomonadales"	"JH15.24"	0.004339623	"JH15.24"	"Bulk"	" BULK"	"BULK"	"JH15"
"37.4"	"Acidobacteriales"	"JH15.24"	0.062264151	"JH15.24"	"Bulk"	" BULK"	"BULK"	"JH15"
"37.5"	"Subgroup_7"	"JH15.24"	0.005849057	"JH15.24"	"Bulk"	" BULK"	"BULK"	"JH15"
"37.6"	"Pseudomonadales"	"JH15.24"	9.43e-05	"JH15.24"	"Bulk"	" BULK"	"BULK"	"JH15"
"37.7"	"Solirubrobacterales"	"JH15.24"	0.037169811	"JH15.24"	"Bulk"	" BULK"	"BULK"	"JH15"
"37.8"	"Pseudonocardiales"	"JH15.24"	0.001603774	"JH15.24"	"Bulk"	" BULK"	"BULK"	"JH15"
"37.9"	"Tepidisphaerales"	"JH15.24"	0.024528302	"JH15.24"	"Bulk"	" BULK"	"BULK"	"JH15"
"37.10"	"Caulobacterales"	"JH15.24"	0.024245283	"JH15.24"	"Bulk"	" BULK"	"BULK"	"JH15"
"37.11"	"Nitrososphaerales"	"JH15.24"	0.004528302	"JH15.24"	"Bulk"	" BULK"	"BULK"	"JH15"
"37.12"	"Micropepsales"	"JH15.24"	0.048396226	"JH15.24"	"Bulk"	" BULK"	"BULK"	"JH15"
"37.13"	"Gaiellales"	"JH15.24"	0.06745283	"JH15.24"	"Bulk"	" BULK"	"BULK"	"JH15"
"37.14"	"Paenibacillales"	"JH15.24"	0.001792453	"JH15.24"	"Bulk"	" BULK"	"BULK"	"JH15"
"37.15"	"Pedosphaerales"	"JH15.24"	0.053867925	"JH15.24"	"Bulk"	" BULK"	"BULK"	"JH15"
"37.16"	"Gemmatimonadales"	"JH15.24"	0.098207547	"JH15.24"	"Bulk"	" BULK"	"BULK"	"JH15"
